Language,Speaker tier,Count,Lemma,English lemma,Clarifier,POS,Gender,Number,Tense,Notes,Occurring in files …
cym,cwningen,5,cwningen,rabbit,,N,F,S,,,"fusser14,fusser6"
cym,cwpwl,1,? see notes,couple,,N,M,S,,"GyA has ""cwpwl"", GPC only ""cwpl""",davies2
cym,cwrso,1,cwrso,chase,,V,,,INFIN,GPC,fusser3
,,,,,,,,,,,
cym,cwrtais,1,cwrtais,courteous,,ADJ,,,,,fusser21
cym,cyd_daro,1,cyd_daro,coincide,,V,,,INFIN,"GPC has ""cyd-"" as prefix, but not ""cyd-daro"" iself",robert9
cym,cyd_destun,2,cyd_destun,context,,N,M,S,,GyA,robert9
cym,cyd_fynd,3,cyd_fynd,agree,,V,,,INFIN,"GPC ""cyd-fynd""","fusser9,roberts1"
cym,cyfa,3,cyfa,whole,,ADJ,,,,GPC,"davies15,robert4"
cym,cyfamod,5,cyfamod,covenant,,N,M,S,,,fusser30
cym,cyfandir,1,cyfandir,continent,,N,M,S,,,fusser9
cym,cyfansoddwr,1,cyfansoddwr,composer,,N,M,S,,,davies14
cym,cyfansoddwyr,1,cyfansoddwr,composer,,N,M,P,,,davies14
,,,,,,,,,,,
cym,cyffyrddus,1,cyffyrddus,comfortable,,ADJ,,,,GPC,fusser10
cym,cyfleustra,1,cyfleustra,convenience,,N,M,S,,GPC,robert9
cym,cyfnitherod,2,cyfnither,cousin,,N,F,P,,GyA has this pl,"fusser3,roberts4"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym,cyfryngis,1,cyfryngi,media_type,,N,M,P,,not in any of the dictionaries,robert1
cym,cyfyngiedig,1,,,,,,,,"changed to ""cyfyngedig"" in accordance with dictionaries (he does say ""cyfyngiedig"" though",fusser9
cym,cylla,1,cylla,stomach,,N,MF,S,,GPC,fusser9
cym,cyllell,1,cyllell,knife,,N,F,S,,,davies9
cym,cyllyll,1,cyllell,knife,,N,F,P,,,fusser23
cym,cyma,5,cymryd,take,,V,,2,IMPER,2S,"davies16,fusser15"
cym,cymdeithasegwraig,1,cymdeithasegwraig,sociologist,,N,F,S,,,robert9
cym,cymhorthydd,1,cymhorthydd,assistant,,N,M,S,,GPC,davies5
cym,cymra,5,cymryd,take,,V,,2,IMPER,2S,"davies16,fusser6,roberts3"
cym,cymraeg,5,,,,,,,,"changed to ""Cymraeg""",davies17
cym,cymreig,4,,,,,,,,"changed to ""Cymreig""","fusser11,roberts1,stammers9"
cym,cymrwch,3,cymryd,take,,V,,P,IMPER/NONPAST,2P,robert8
cym,cyn_belled,6,cyn_belled,as_far,,ADV,,,,in doc file,"davies10,fusser13,fusser17,fusser22,fusser4,stammers9"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym,cynhara,1,cynnar,early,,ADJ,,,,SUP,stammers1
cym,cynhebrwng,4,cynhebrwng,funeral,,N,M,S,,GPC,"deuchar1,stammers5,stammers8"
,,,,,,,,,,,
cym,cynnach,1,cyn,before,,PREP,,P,,2P,fusser21
cym,cynnesach,2,cynnes,warm,,ADJ,,,,COMP,"fusser29,stammers5"
cym,cynrhychioli,1,,,,,,,,"changed to ""cynrychioli""",fusser10
cym,cyn_rodidenaidd,1,cyn_rodidenaidd,pre_rhododendric,,ADJ,,,,doesn't feature in any English or Welsh dictionaries; according to a comment in the transcription it was an ad-hoc creation,fusser9
cym,cynsidro,1,,,,,,,,"changed to ""cysidro""",robert4
cym,cyntedd,2,cyntedd,vestibule,,N,M,S,,GPC,"fusser15,robert1"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym,cyraints,2,cyraints,currants,,N,,P,,GPC,fusser6
,,,,,,,,,,,
cym,cyrliog,2,cyrliog,curly,,ADJ,,,,GPC,"fusser12,fusser26"
cym,cysegredig,2,cysegredig,sacred,,ADJ,,,,,davies14
cym,cyw_iar,2,,,,,,,,"has by now been changed to ""cyw_iâr"", which probably has a dictionary entry",davies2
cym,daclusach,1,taclus,tidy,,ADJ,,,,COMP,fusser13
cym,dacw,2,dacw,there,,ADV,,,,GPC,"fusser9,stammers8"
cym,dad_cu,1,tad_cu,grandfather,,N,M,S,,GPC,davies1
,,,,,,,,,,,
cym,dailiau,1,,,,,,,,"changed to ""deiliau""",fusser17
cym,deiliau,1,deilen,leaf,,N,F,P,,this plural in GPC,fusser17
cym,daioni,2,daioni,goodness,,N,M,S,,,stammers3
,,,,,,,,,,,
cym,dales,1,talu,pay,,V,,S,PAST,1S,fusser7
cym,dalwr,1,talwr,payer,,N,M,S,,GPC,fusser11
cym,danodd,1,,,,,,,,"changed to ""dannodd""",davies16
cym,dannodd,1,dannodd,toothache,,N,F,S,,GPC,davies16
cym,danyn,2,tan,under,,PREP,,P,,3P,"fusser25,robert5"
cym,dario,1,dario,damn,,IM,,,,GPC,fusser21
cym,darlithydd,3,darlithydd,lecturer,,N,M,S,,,"davies2,stammers7"
cym,daru,11,darfod,happen,,V,,S,PAST,3S,"davies14,deuchar1,fusser31,stammers8"
cym,dast,2,tast,taste,,N,M,S,,GPC,fusser8
cym,datblygio,1,datblygio,unplug,,V,,,INFIN,GyA,fusser5
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym,dawnsiwr,1,dawnsiwr,dancer,,N,M,S,,,roberts1
,,,,,,,,,,,
cym,ddaioni,1,daioni,goodness,,N,M,S,,,robert8
cym,ddalltais,2,dallt,understand,,V,,S,PAST,1S; GPC,fusser9
cym,ddamcaniaeth,1,damcaniaeth,theory,,N,F,S,,GPC,fusser9
cym,ddannodd,1,dannodd,toothache,,N,F,S,,GPC,fusser19
cym,ddannoedd,2,dannoedd,toothache,,N,F,S,,GPC,robert8
,,,,,,,,,,,
cym,ddebygol,1,tebygol,likely,,ADJ,,,,,roberts2
,,,,,,,,,,,
cym,ddei,1,dod,come,,V,,S,NONPAST,2S,lloyd1
cym,dderyn,3,deryn,bird,,N,M,S,,GPC,"davies11,fusser17,roberts2"
cym,ddeudan,10,dweud,say,,V,,P,NONPAST,12P,"fusser11,fusser17,robert8"
cym,ddeuddeng,1,deuddeg,twelve,,NUM,,,,,fusser16
,,,,,,,,,,,
cym,ddeudi,1,dweud,say,,V,,S,NONPAST,2S,fusser10
cym,ddeudist,2,dweud,say,,V,,S,PAST,2S,fusser19
cym,ddeudwn,3,dweud,say,,V,,P,NONPAST,1P,"fusser15,fusser3,roberts4"
,,,,,,,,,,,
cym,ddeuthai,1,gwneud,do,,V,,S,COND,"apparently error for ""wnaethai"" do.3S.CONDIT",fusser8
cym,ddewn,1,dod,come,,V,,P,NONPAST,13P,fusser31
cym,ddiawl,12,diawl,devil,,N,M,S,,the hell',"davies12,davies4,fusser25,fusser3,robert1,robert8,roberts4"
cym,ddiawledig,6,diawledig,diabolical,,ADJ,,,,,"davies4,davies6"
cym,ddi_baid,1,di_baid,constant,,ADJ,,,,"GyA ""di-baid""",roberts2
cym,ddi_glem,2,di_glem,inept,,ADJ,,,,"GPC ""di-glem""",roberts1
cym,ddiodde,2,dioddef,suffer,,V,,,INFIN,,"fusser12,stammers6"
cym,ddioddodd,1,dioddau,suffer,,V,,S,PAST,3S; GPC,stammers1
cym,ddipyn,14,tipyn,bit,,N,M,S,,,"davies10,davies12,deuchar1,fusser10,fusser11,fusser17,fusser23,fusser31,robert7,roberts3,stammers3"
cym,ddistawach,1,distaw,quiet,,ADJ,,,,COMP,davies12
cym,ddoethach,1,doeth,wise,,ADJ,,,,COMP,stammers6
cym,ddois,11,dod,come,,V,,S,PAST,1S,"davies4,fusser11,fusser16,fusser4,lloyd1,robert8,roberts2,stammers1"
cym,ddoith,3,dod,come,,V,,S,NONPAST,3S,"davies14,fusser10,roberts2"
cym,ddon,5,dod,come,,V,,P,NONPAST,3P,"fusser10,fusser16,fusser23,robert7,roberts3"
cym,ddothoch,1,dod,come,,V,,P,PAST,2P,davies11
cym,ddothon,3,dod,come,,V,,P,PAST,1P,"davies15,fusser17,fusser30"
cym,ddou,1,dau,two,,NUM,,,,"GPC ""dou -> dau""",robert1
cym,ddrewdod,1,drewdod,stink,,N,M,S,,,davies6
cym,ddropio,1,dropio,drop,,V,,,INFIN,GPC,fusser28
cym,ddrosodd,1,trosodd,over,,ADV,,,,,davies4
cym,ddrwm,1,trwm,heavy,,ADJ,,,,,robert2
,,,,,,,,,,,
cym,ddudalen,1,tudalen,page,,N,F,S,,,stammers1
cym,ddudodd,3,dweud,say,,V,,S,PAST,3S,"fusser26,fusser32"
cym,ddwad,1,,,,,,,,"changed to ""dd?ad""",fusser19
cym,dd?ad,1,dod,come,,V,,,INFIN,"GPC (""d?ad -> dod"")",fusser19
cym,ddwedwyd,1,dweud,say,,V,,,PAST,IMPERSONAL,fusser10
cym,ddwyawr,1,,,,,,,,have split it up as not in dictionaries,fusser23
cym,ddychmygus,1,dychmygus,imaginative,,ADJ,,,,GyA,fusser9
cym,ddyla,7,dylu,should,,V,,S,COND,"12S (1S in davies16, 2S in the others)","davies16,fusser21,robert3,stammers6"
cym,ddylaf,1,,,,,,,,"changed to ""dyla"" to conform with the other instances",davies16
cym,ddylia,4,dylu,should,,V,,S,COND,should.2S.CONDIT,"davies3,davies6,fusser15,fusser29"
cym,ddylian,1,dylu,should,,V,,P,COND,13P,fusser19
cym,ddylien,1,dylu,should,,V,,P,COND,13P,fusser10
cym,ddyliwn,1,dylu,should,,V,,S,COND,should.1S.CONDIT,fusser4
cym,ddylsan,1,dylu,should,,V,,P,COND,13P,fusser19
cym,ddylswn,3,dylu,should,,V,,S,COND,should.1S.CONDIT,"fusser18,roberts4"
cym,dech,2,,,,,,,,"changed to ""dych""","davies3,fusser10"
cym,decin,1,decin,I_suppose,,V,,S,?,1S; GPC,lloyd1
cym,dedaist,1,,,,,,,,"changed to ""deudaist"" in line with other instance in transcription",roberts2
cym,defnyddais,1,,,,,,,,"changed to ""defnyddiais"" (as she is saying ""defnyddis"" anyway)",fusser13
cym,degannau,1,,,,,,,,"changed to ""deganau""",smith1
,,,,,,,,,,,
cym,degpunt,1,,,,,,,,"changed to ""decpunt""",fusser27
cym,decpunt,1,decpunt,ten_pounds,,N,,P,,GPC,fusser27
cym,deheubarth,1,,,,,,,,"changed to ""Deheubarth""",fusser9
cym,Deheubarth,1,Deheubarth,South_Wales,,N,M,S,,GPC,fusser9
cym,deifwyr,2,deifiwr,diver,,N,M,P,,GPC,fusser18
cym,delach,2,del,pretty,,ADJ,,,,COMP; GPC,"fusser13,robert7"
cym,delyn,6,telyn,harp,,N,F,S,,,"davies7,fusser13,fusser16,fusser30"
cym,deryn,2,deryn,bird,,N,M,S,,GPC,davies11
cym,dethi,1,teth,teat,,N,F,P,,,davies6
cym,deu,3,,,,,,,,"as GPC has ""deu-"" listed as prefix, I'v amalgamated this with the following word","fusser32,robert6"
cym,deu_fis,3,deu_fis,two_months,,N,M,P?,,"as GPC has ""deu-"" listed as prefix, I'v amalgamated this with the following word","fusser32,robert6"
cym,deuddeng,1,deuddeg,twelve,,NUM,,,,,davies11
cym,dewn,1,dod,come,,V,,P,NONPAST,1P,fusser3
,,,,,,,,,,,
cym,diarygaeth,1,,,,,,,,"error for ""daearyddiaeth""",fusser17
cym,diawch,1,diawch,blimey,,IM,,,,GPC,stammers1
cym,diawl,34,diawl,devil,,N,M,S,,,"davies1,davies14,davies4,davies6,fusser11,fusser12,fusser22,fusser27,fusser30,fusser32,fusser9,lloyd1,robert8,roberts2"
cym,diawlaid,2,diawl,devil,,N,M,P,,,"davies16,fusser9"
cym,diawledig,5,diawledig,diabolical,,ADJ,,,,,"davies4,roberts3"
cym,diawliaid,2,diawl,devil,,N,M,P,,,"fusser29,lloyd1"
cym,di_ben_draw,1,di_ben_draw,unending,,ADJ,,,,"GPC ""di-ben-draw""",robert2
cym,dibyn,2,dibyn,precipice,,N,M,S,,,"fusser4,smith1"
cym,diddim,1,diddim,insignificant,,ADJ,,,,GPC,"fusser18, fusser9"
cym,di_ddim,1,,,,,,,,"changed to ""diddim""",fusser9
cym,diddoreb,1,,,,,,,,"error for ""diddordeb""",fusser22
cym,difancoll,1,difancoll,perdition,,N,M,S,,,stammers9
cym,diffod,1,diffod,extinguish,,V,,,INFIN,GPC,stammers6
,,,,,,,,,,,
cym,digrefyddol,1,digrefyddol,unreligious,,ADJ,,,,GPC,fusser30
cym,digri,1,digri,funny,,ADJ,,,,GPC,robert8
cym,di_Gymraeg,4,di_Gymraeg,without_Welsh,,ADJ,,,,"GPC ""di_Gymraeg -> di + Gymraeg""","davies17,fusser15,robert9"
cym,dilifro,5,dilifro,deliver,,V,,,INFIN,GPC,"fusser28,fusser29,robert7"
cym,di_lun,1,di_lun,shapeless,,ADJ,,,,"GPC ""di-lun""",fusser23
cym,dîn,8,,,,,,,,"changed to ""din"" - lemma ""tin"" 'arse', which probably is in the glossing dictionary already","davies16,davies2,davies6,fusser11,fusser29,roberts2,roberts3"
cym,diodde,8,dioddef,suffer,,V,,,INFIN,,"davies12,deuchar1,fusser12,fusser16,fusser19,fusser6"
cym,diogrwydd,1,diogrwydd,laziness,,N,M,S,,,stammers3
cym,diplomataidd,1,diplomataidd,diplomatic,,ADJ,,,,GPC,fusser10
cym,di_ri,1,di_rif,countless,,ADJ,,,,"GPC ""di-rif -> di + rif""",fusser15
cym,dirif,2,,,,,,,,"changed to ""di_rif""",fusser4
cym,di_rif,2,di_rif,countless,,ADJ,,,,"GPC ""di-rif -> di + rif""",fusser4
cym,disgled,2,,,,,,,,"changed to ""dysglaid""",fusser27
cym,dysglaid,2,dysglaid,cupful,,N,M,S,,"GPC, GyA",fusser27
cym,disitrio,1,,,,,,,,"error for ""dinistrio""",fusser17
cym,ditso,1,,,,,,,,"changed to ""ditsio"" (i.e. what she say and what is in GPC)",fusser8
cym,ditsio,1,titsio,teach,,V,,,INFIN,GPC,fusser8
cym,dlodaidd,1,tlodaidd,poor,,ADJ,,,,GPC,fusser9
cym,dô,2,,,,,,,,"changed to ""do""",fusser23
cym,doedda,1,bod,be,,V,,2,IMPERF,2S,fusser11
cym,doeddachd,2,bod,be,,V,,2,IMPERF,be.2S.IMP.NEG,davies4
cym,doethuriaeth,2,doethuriaeth,doctorate,,N,F,S,,GPC,stammers6
cym,dofe,7,dofe,wasn't_it,,TAG,,,,in doc file,"davies11,davies13,robert1"
cym,dôl,2,yn_ôl,back,,ADV,,,,"not in dictionaries; make sure treatment of this conforms with that of ""yn_dôl""!",fusser21
cym,dorcalonnus,1,torcalonnus,heartbreaking,,ADJ,,,,GPC,fusser11
cym,doro,1,,,,,,,,"changed to ""dyro""",fusser28
cym,dyro,1,rhoi,give,,V,,S,IMPER,,fusser28
cym,do't,4,,,,,,,,see fixes file,"davies13,roberts2,stammers1"
cym,dou,11,dau,two,,NUM,,,,"GPC ""dou -> dau""","fusser3,robert1"
cym,dow_dow,1,dow_dow,slowly,,ADV,,,,"GPC ""dow-dow""",fusser10
cym,draddodwr,1,traddodwr,speaker,,N,M,S,,GPC,fusser9
cym,drafaeliwr,1,trafaeliwr,traveller,,N,M,S,,GPC,fusser11
cym,drain,1,drain,thorns,,N,,P,,GPC,fusser13
,,,,,,,,,,,
cym,dreifar,2,dreifar,driver,,N,M,S,,GPC,"davies4,fusser9"
cym,drenydd,1,,,,,,,,"changed to ""drennydd""",fusser23
cym,drennydd,1,trennydd,day_after_tomorrow,,ADV,,,,GPC,fusser23
cym,dreud,1,dweud,say,,V,,,INFIN,"mispronunciation for ""deud""",davies2
cym,dridegau,1,trideg,thirty,,N,,P,,GPC,davies17
cym,dridiau,2,tridiau,three_days,,N,,P,,GPC,"davies2,roberts2"
cym,drigfannau,3,trigfan,abode,,N,F,P,,,fusser8
cym,dripiau,2,trip,trip,,N,M,P,,GPC,"fusser9,robert5"
cym,driw,1,triw,faithful,,ADJ,,,,GPC,fusser13
cym,droead,1,troead,turn,,N,MF,S,,GPC,roberts4
,,,,,,,,,,,
cym,droeodd,3,troi,turn,,V,,S,PAST,3S,"fusser18,stammers1"
cym,drôns,3,trôns,underpants,,N,M,S,,"GyA has it as MS, with ""tronsiau"" as pl",davies6
cym,dropian,2,dropian,drop,,V,,,INFIN,GPC,fusser7
cym,dropio,4,dropio,drop,,V,,,INFIN,GPC,"davies12,davies4,lloyd1"
cym,dropyn,1,dropyn,drop,,N,M,S,,"GPC ""dropyn -> tropyn""",fusser12
cym,droriau,1,drôr,drawer,,N,M,P,,GPC,fusser13
cym,drosleisio,2,trosleisio,dub,,V,,,INFIN,GPC,roberts1
cym,drosor,1,,,,,,,,error - put & in front of it and deleted gloss,fusser5
,,,,,,,,,,,
cym,drosta,5,dros,over,,PREP,,S,,1S,"davies2,fusser15,robert3,roberts3,stammers5"
cym,drugaredd,1,trugaredd,mercy,,N,MF,S,,,fusser13
cym,drwadd,9,trwodd,through,,ADV,,,,the -a- variant isn't in GPC,"davies11,fusser10,fusser13,fusser18,fusser26,fusser28,fusser30,fusser7,roberts1"
cym,drwnc,1,trwnc,trunk,,N,M,S,,GPC,fusser17
cym,drwyddyn,1,trwy,through,,PREP,,P,,3P,fusser32
cym,dryca,2,drwg,bad,,ADJ,,,,SUP,robert8
cym,drysorydd,2,trysorydd,treasurer,,N,M,S,,,"fusser10,stammers1"
cym,dryw,1,dryw,wren,,N,MF,S,,,robert8
,,,,,,,,,,,
,,,,,,,,,,,
cym,duwcs,40,duwcs,gosh,,IM,,,,GPC,"davies10,davies11,davies14,fusser11,fusser30,fusser8,fusser9,robert5,robert7,roberts1,roberts2"
,,,,,,,,,,,
cym,dwch,9,dweud,say,,V,,P,IMPER,2P,"fusser11,fusser4,fusser8,robert8"
cym,d?ed,1,,,,,,,,"changed to ""dwed"" as there is no sign of a long ""?""",stammers9
cym,dwedaist,2,dweud,say,,V,,S,PAST,2S,fusser14
cym,dwedwch,3,dweud,say,,V,,P,IMPER/NONPAST,2P,fusser17
cym,dwigiodd,1,twigio,understand,,V,,S,PAST,3S; GPC,robert7
,,,,,,,,,,,
cym,dwmffat,1,twmffat,funnel,,N,MF,S,,GPC,fusser9
cym,dwrw,3,twrw,noise,,N,M,S,,GPC,"fusser11,fusser19"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym,dwym,1,twym,warm,,ADJ,,,,,fusser3
cym,dwythaf,1,dwytha,last,,ADJ,,,,GyA,fusser27
cym,dydach,8,bod,be,,V,,P,PRES,be.2PL.PRES.NEG,"davies10,davies3,fusser10,fusser15,fusser19,fusser23,fusser26"
cym,dydan,26,bod,be,,V,,P,PRES,be.1PL.PRES.NEG,"davies16,davies17,davies2,davies5,fusser14,fusser15,fusser19,fusser32,fusser4,fusser6,fusser8,robert9,stammers2,stammers3,stammers4,stammers5,stammers6,stammers9"
cym,dyddyn,5,tyddyn,cottage,,N,M,S,,,"davies10,fusser11,fusser9"
cym,dyfe,2,dyfe,isn't_it,,TAG,,,,listed in doc file,"davies1,robert1"
cym,dyfrliw,1,dyfrliw,watercolour,,N,M,S,,GPC,fusser12
cym,dyla,14,dylu,should,,V,,S,COND,12S,"davies16,fusser21,fusser32,roberts4,smith1,stammers3"
cym,dylat,1,dylu,should,,V,,S,COND,2S,davies16
cym,dylia,3,dylu,,,V,,2,COND,"should.2S.CONDIT ""dylia chdi""",davies2
cym,dylian,2,dylu,should,,V,,P,COND,13P,fusser15
cym,dylsan,4,dylu,should,,V,,P,COND,13P,"davies13,fusser19"
cym,dylswn,3,dylu,should,,V,,S,COND,1S,"fusser30,roberts4,stammers7"
cym,dynn,6,tynn,tight,,ADJ,,,,,"davies14,fusser11,fusser30,fusser4,stammers6"
cym,dyny,1,,,,,,,,can't fin this in the transcription - maybe changed already?,fusser3
cym,dyweddio,1,,,,,,,,"changed to ""dyweddïo""",davies12
cym,dyweddïo,1,dyweddïo,become_engaged,,V,,,INFIN,GPC,davies12
cym,e_bostio,13,e_bostio,e_mail,,V,,,INFIN,http://www.geiriadur.net,"davies4,fusser10,fusser27,fusser5,roberts4,stammers7"
cym,e_bosto,1,e_bostio,e_mail,,V,,,INFIN,,robert1
cym,e_bosts,1,e_bost,e_mail,,N,M,P,,form not found in dictionaries,fusser22
cym,e_byst,1,e_bost,e_mail,,N,M,P,,http://www.geiriadur.net,fusser30
cym,ecoleg,1,ecoleg,ecology,,N,F,S,,GPC,fusser9
cym,edrau,1,,,,,,,,"error for ""edau""",fusser13
cym,efail,1,gefail,smithy,,N,F,S,,,fusser23
,,,,,,,,,,,
cym,efengylaidd,1,efengylaidd,evangelical,,ADJ,,,,GPC,fusser5
cym,efô,1,efô,he,,PRON,M,S,,3S; GPC,fusser9
cym,eglwyswr,1,eglwyswr,church_goer,,N,M,S,,,fusser23
cym,eglwyswraig,1,eglwyswraig,church_goer,,N,F,S,,,fusser23
cym&eng,acoeliac,1,,,,,,,,"error for ""coeliac""",stammers6
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,a_ha,2,,,,,,,,"changed to ""aha""",davies14
cym&eng,aha,2,aha,aha,,IM,,,,GPC,davies14
cym&eng,alcopop,1,alcopop,alcopop,,N,M,S,,GPC,davies6
cym&eng,antiobitic,1,,,,,,,,"typo - chaned to ""antibiotic""",davies14
,,,,,,,,,,,
cym&eng,au_pair,1,au_pair,au_pair,,N,F,S,,(odd) entry in GyA,davies4
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,barbecues,3,barbecue,barbecue,,N,M,P,,"GyA has sg, no mention of pl","davies13,fusser27"
cym&eng,barties,1,party,party,,N,M,P,,,fusser5
cym&eng,batches,2,patch,patch,,N,MF,P,,GPC,fusser8
cym&eng,bible,2,,,,,,,,"changed to ""Bible""",fusser8
cym&eng,Bible,2,Bible,Bible,,N,M,S,,,fusser8
cym&eng,bictures,3,picture,picture,,N,M,P,,,"fusser10,fusser8"
cym&eng,bikes,6,bike,bike,,N,M,P,,,"fusser11,fusser4,roberts4"
cym&eng,bikinis,3,bikini,bikini,,N,M,P,,GyA,fusser30
cym&eng,biro,1,biro,biro,,N,MF,S,,GyA,smith1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,boxes,5,box,box,,N,M,P,,,"fusser28,fusser32,fusser5,robert2,roberts4"
cym&eng,breed,1,breed,breed,,N,M,S,,,stammers9
cym&eng,breeds,1,,,,,,,,"have changed to ""eng"" as dictionaries don't give plural ""brids"" for Welsh",davies4
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,cael,1,,,,,,,,changed to @cym,fusser21
,,,,,,,,,,,
cym&eng,cafe,21,cafe,cafe,,N,M,S,,GPC,"davies10,davies11,davies7,fusser10,fusser14,fusser16,fusser23,fusser6,roberts2"
cym&eng,café,2,,,,,,,,"changed to ""cafe"" to conform with the other instances in the corpus",fusser21
cym&eng,cafes,6,cafe,cafe,,N,M,P,,GPC,"fusser14,fusser16,fusser19"
cym&eng,cases,2,,,,,,,,characters'; haven't found any trace of it in Welsh dictionaries and therefore changed the tag to @eng,fusser6
,,,,,,,,,,,
cym&eng,c_c,1,,,,,,,,"typo: changed to ""c_d""",fusser5
cym&eng,cd_rom,1,cd_rom,cd_rom,,N,M,S,,,fusser32
cym&eng,celsius,1,,,,,,,,"changed to ""Celsius""",fusser32
cym&eng,Celsius,1,Celsius,Celsius,,ADJ,,,,GyA,fusser32
cym&eng,certificates,1,certificate,certificate,,N,F,P,,GPC,fusser28
cym&eng,chances,1,chance,chance,,N,MF,P,,GPC,fusser31
cym&eng,chemo,1,chemo,chemo,,N,M,S,,,fusser32
cym&eng,cheques,2,cheque,cheque,,N,F,P,,GPC,"fusser21,fusser28"
cym&eng,chinee,1,,,,,,,,"changed to ""Chinese@eng""",robert3
cym&eng,chocolates,4,,,,,,,,neither GPC nor GyA have the -s plural for Welsh => changed to @eng,davies13
eng,chocolates,4,chocolate,chocolate,,N,M,P,,neither GPC nor GyA have the -s plural for Welsh => changed to @eng,davies13
,,,,,,,,,,,
cym&eng,cigarettes,1,cigarette,cigarette,,N,F,S,,plural in GPC,davies4
cym&eng,clip_art,2,,,,,,,,"haven't found this as Welsh, on the contrary, www.geiriadur.net has it as ""cliplun"", so have changed it to ""clip art"" @eng",fusser8
cym&eng,cloves,1,clove,clove,,N,MF,P,,GyA,stammers6
cym&eng,clwb,1,,,,,,,,"changed to ""@cym"" as he clearly pronounces it ""clwb""",fusser5
cym,clwb,1,clwb,club,,N,M,S,,,fusser5
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,costumes,6,costume,costume,,N,F,P,,GyA,"fusser14,fusser7,stammers6"
cym&eng,crem,2,crem,crematorium,,N,M,S,,"""crem"" not in dictionaries, ""crematoriwm"" in GyA",deuchar1
cym&eng,crevasses,3,,,,,,,,"I haven't found any record of this of Welsh, so have changed the language tag to @eng",fusser17
,,,,,,,,,,,
cym&eng,cufflinks,4,cufflink,cufflink,,N,MF,S,,GyA,"lloyd1,robert1"
cym&eng,curo,1,,,,,,,,changed to @cym,roberts1
,,,,,,,,,,,
cym&eng,d,1,d,d,,N,M?,S,,letter,fusser30
cym&eng,dâp,1,,,,,,,,changed to @cym,robert2
cym&eng,databases,1,,,,,,,,changed to @eng,davies15
eng,databases,1,database,database,,N,,P,,,davies15
,,,,,,,,,,,
cym&eng,ddetectives,1,detective,detective,,N,M,P,,GPC,roberts3
cym&eng,deadlines,1,deadline,deadline,,M,F,P,,GyA,roberts2
cym&eng,deddy_bears,1,teddy_bear,teddy_bear,,N,M,P,,"GPC ""tedi-bêr""",fusser26
cym&eng,diles,3,tile,tile,,N,F,P,,GPC,"fusser17,fusser28"
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,d_v_d,1,d_v_d,d_v_d,,N,M,S,,,fusser27
cym&eng,d_v_ds,2,d_v_d,d_v_d,,N,M,P,,,davies14
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,euros,1,euro,euro,,N,M,P,,"GyA has ""iwro""",davies2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cym&eng,fangoes,1,mango,mango,,N,M,P,,GyA,stammers6
cym&eng,fates,1,mate,mate,,N,M,P,,plural in GPC,davies4
cym&eng,fforest,1,,,,,,,,"changed to ""forest""",fusser26
cym&eng,figures,3,figure,figure,,N,MF,P,,GPC,"robert6,robert8,robert9"
cym&eng,fikes,1,bike,bike,,N,M,P,,,fusser5
cym&eng,files,5,file,file,,N,F,P,,,"fusser25,fusser29,fusser8,robert9"
cym&eng,fince_pies,1,mince_pie,mince_pie,,N,F,P,,GPC,fusser9
cym&eng,fines,3,fine,fine,,N,F,P,,GPC,robert7
,,,,,,,,,,,
cym&eng,fling,2,fling,fling,,,,,,GPC,"fusser7,stammers3"
cym&eng,flip_flops,1,flip_flop,flip_flop,,N,F,P,,GyA,davies12
cym&eng,frames,1,,,,,,,,changed to @eng,robert5
cym&eng,freed,1,breed,breed,,N,M,S,,,davies11
cym&eng,full_pelt,1,full_pelt,full_pelt,,ADV,,,,"GPC ""ffwl-pelt""",davies1
cym&eng,gafe,4,cafe,cafe,,N,M,S,,,"davies10,davies11,fusser14,fusser16"
,,,,,,,,,,,
cym&eng,games,20,game,game,,N,F,P,,,"davies14,davies16,davies3,davies5,fusser10,fusser11,robert3,robert4,stammers7"
cym&eng,garages,5,garage,garage,,N,MF,P,,GPC,fusser11
cym&eng,gick,1,kick,kick,,N,F,S,,GyA,lloyd1
,,,,,,,,,,,
cym&eng,giraffes,5,,,,,,,,"dictionaries don't mention teh -s plural for Welsh, does have changed the tag to @eng",fusser6
